year,category,nominee,workers,winner,category clean,nominee_clean,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,popularity,genres,production_companies,production_countries,spoken_languages,release_year,title_clean,_merge
1992,Film | Sound in 1992,The Silence Of The Lambs,"Skip Lievsay, Christopher Newman, Tom Fleischman",False,Sound,thesilenceofthelambs,274.0,The Silence of the Lambs,8.3,15003.0,Released,1991-02-14,272742922.0,119.0,False,19000000.0,tt0102926,en,The Silence of the Lambs,9.119,"Crime, Drama, Thriller","Orion Pictures, Strong Heart/Demme Production",United States of America,English,1991.0,thesilenceofthelambs,both
1992,Film | Special Award in 1992,Mitzi Cunliffe,,True,Special Award,mitzicunliffe,,,,,,,,,,,,,,,,,,,,,left_only
1992,Film | Special Award in 1992,Audrey Hepburn,,True,Special Award,audreyhepburn,,,,,,,,,,,,,,,,,,,,,left_only
1992,Film | Special Award in 1992,Ridley Scott,,True,Special Award,ridleyscott,,,,,,,,,,,,,,,,,,,,,left_only
1992,Film | Special Award for Craft in 1992,Tom Smith,,True,Special Award for Craft,tomsmith,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Achievements in Special Effects in 1993,"Michael Lantieri, Ken Ralston, Alec Gillis, Tom Woodruff Jr, Doug Chiang, Doug Smythe",Death Becomes Her,True,Achievements in Special Effects,michaellantierikenralstonalecgillistomwoodruffjrdougchiangdougsmythe,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Achievements in Special Effects in 1993,"Richard Edlund, George Gibbs, Alec Gillis, Tom Woodruff Jr.",Alien 3,False,Achievements in Special Effects,richardedlundgeorgegibbsalecgillistomwoodruffjr,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Achievements in Special Effects in 1993,"Michael Fink, John Bruno, Craig Barron, Dennis Skotak",Batman Returns,False,Achievements in Special Effects,michaelfinkjohnbrunocraigbarrondennisskotak,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Achievements in Special Effects in 1993,Randy Fullmer,Beauty And The Beast,False,Achievements in Special Effects,randyfullmer,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Leading Role in 1993,Robert Downey Jr.,Chaplin,True,Actor in a Leading Role,robertdowneyjr,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Leading Role in 1993,Daniel Day-Lewis,The Last Of The Mohicans,False,Actor in a Leading Role,danieldaylewis,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Leading Role in 1993,Stephen Rea,The Crying Game,False,Actor in a Leading Role,stephenrea,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Leading Role in 1993,Tim Robbins,The Player,False,Actor in a Leading Role,timrobbins,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Supporting Role in 1993,Gene Hackman,Unforgiven,True,Actor in a Supporting Role,genehackman,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Supporting Role in 1993,Jaye Davidson,The Crying Game,False,Actor in a Supporting Role,jayedavidson,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Supporting Role in 1993,Tommy Lee Jones,JFK,False,Actor in a Supporting Role,tommyleejones,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actor in a Supporting Role in 1993,Samuel West,Howards End,False,Actor in a Supporting Role,samuelwest,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Leading Role in 1993,Emma Thompson,Howards End,True,Actress in a Leading Role,emmathompson,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Leading Role in 1993,Judy Davis,Husbands And Wives,False,Actress in a Leading Role,judydavis,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Leading Role in 1993,Tara Morice,Strictly Ballroom,False,Actress in a Leading Role,taramorice,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Leading Role in 1993,Jessica Tandy,Fried Green Tomatoes At The Whistle Stop Café,False,Actress in a Leading Role,jessicatandy,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Supporting Role in 1993,Miranda Richardson,Damage,True,Actress in a Supporting Role,mirandarichardson,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Supporting Role in 1993,Kathy Bates,Fried Green Tomatoes At The Whistle Stop Café,False,Actress in a Supporting Role,kathybates,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Supporting Role in 1993,Helena Bonham Carter,Howards End,False,Actress in a Supporting Role,helenabonhamcarter,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Actress in a Supporting Role in 1993,Miranda Richardson,The Crying Game,False,Actress in a Supporting Role,mirandarichardson,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Adapted Screenplay in 1993,The Player,Michael Tolkin,True,Adapted Screenplay,theplayer,10403.0,The Player,7.198,706.0,Released,1992-04-03,21706101.0,124.0,False,8000000.0,tt0105151,en,The Player,13.27,"Mystery, Drama, Thriller, Comedy","Fine Line Features, Avenue Pictures, Spelling Entertainment, Addis Wechsler Pictures",United States of America,English,1992.0,theplayer,both
1993,Film | Adapted Screenplay in 1993,Howards End,Ruth Prawer Jhabvala,False,Adapted Screenplay,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | Adapted Screenplay in 1993,JFK,"Oliver Stone, Zachary Sklar",False,Adapted Screenplay,jfk,820.0,JFK,7.603,1866.0,Released,1991-12-20,205405498.0,189.0,False,40000000.0,tt0102138,en,JFK,22.918,"Drama, Thriller, History","Ixtlan Productions, Warner Bros. Pictures, Canal+, Regency Enterprises, Alcor Films, Camelot Pictures","France, United States of America","English, Spanish",1991.0,jfk,both
1993,Film | Adapted Screenplay in 1993,Strictly Ballroom,"Baz Luhrmann, Craig Pearce",False,Adapted Screenplay,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Alexander Korda Award for the outstanding British Film of the Year in 1993,The Crying Game,"Stephen Woolley, Neil Jordan",True,Alexander Korda Award for the outstanding British Film of the Year,thecryinggame,11386.0,The Crying Game,6.86,666.0,Released,1992-09-02,62548947.0,112.0,False,3705538.0,tt0104036,en,The Crying Game,19.329,"Crime, Drama, Thriller","Palace Pictures, Nippon Film Development and Finance Inc., Eurotrustees, British Screen Productions, Film4 Productions","Ireland, Japan, United Kingdom",English,1992.0,thecryinggame,both
1993,Film | Cinematography in 1993,The Last Of The Mohicans,Dante Spinotti,True,Cinematography,thelastofthemohicans,9361.0,The Last of the Mohicans,7.392,2771.0,Released,1992-08-26,75505856.0,112.0,False,40000000.0,tt0104691,en,The Last of the Mohicans,28.684,"Action, Adventure, Drama, History, Romance, War","Morgan Creek, 20th Century Fox, AMLF",United States of America,"English, French",1992.0,thelastofthemohicans,both
1993,Film | Cinematography in 1993,Cape Fear,Freddie Francis,False,Cinematography,capefear,1598.0,Cape Fear,7.255,3087.0,Released,1991-11-13,182300000.0,128.0,False,35000000.0,tt0101540,en,Cape Fear,22.32,Thriller,"Universal Pictures, Amblin Entertainment, Cappa Productions, Tribeca Productions",United States of America,English,1991.0,capefear,both
1993,Film | Cinematography in 1993,Howards End,Tony Pierce-Roberts,False,Cinematography,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | Cinematography in 1993,Strictly Ballroom,Jack N Green,False,Cinematography,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Costume Design in 1993,Strictly Ballroom,"Angus Strathie, Catherine Martin",True,Costume Design,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Costume Design in 1993,Chaplin,"John Mollo, Ellen Mirojnick",False,Costume Design,chaplin,10435.0,Chaplin,7.444,953.0,Released,1992-12-17,9493259.0,143.0,False,31000000.0,tt0103939,en,Chaplin,14.709,Drama,"Japan Satellite Broadcasting (JSB), RCS Video, Le Studio Canal+, Carolco Pictures, TriStar Pictures","France, Italy, Japan, United Kingdom, United States of America",English,1992.0,chaplin,both
1993,Film | Costume Design in 1993,Howards End,"Jenny Beavan, John Bright",False,Costume Design,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | Costume Design in 1993,The Last Of The Mohicans,Elsa Zamparelli,False,Costume Design,thelastofthemohicans,9361.0,The Last of the Mohicans,7.392,2771.0,Released,1992-08-26,75505856.0,112.0,False,40000000.0,tt0104691,en,The Last of the Mohicans,28.684,"Action, Adventure, Drama, History, Romance, War","Morgan Creek, 20th Century Fox, AMLF",United States of America,"English, French",1992.0,thelastofthemohicans,both
1993,Film | David Lean Award for Achievement in Direction in 1993,The Player,Robert Altman,True,David Lean Award for Achievement in Direction,theplayer,10403.0,The Player,7.198,706.0,Released,1992-04-03,21706101.0,124.0,False,8000000.0,tt0105151,en,The Player,13.27,"Mystery, Drama, Thriller, Comedy","Fine Line Features, Avenue Pictures, Spelling Entertainment, Addis Wechsler Pictures",United States of America,English,1992.0,theplayer,both
1993,Film | David Lean Award for Achievement in Direction in 1993,The Crying Game,Neil Jordan,False,David Lean Award for Achievement in Direction,thecryinggame,11386.0,The Crying Game,6.86,666.0,Released,1992-09-02,62548947.0,112.0,False,3705538.0,tt0104036,en,The Crying Game,19.329,"Crime, Drama, Thriller","Palace Pictures, Nippon Film Development and Finance Inc., Eurotrustees, British Screen Productions, Film4 Productions","Ireland, Japan, United Kingdom",English,1992.0,thecryinggame,both
1993,Film | David Lean Award for Achievement in Direction in 1993,Howards End,James Ivory,False,David Lean Award for Achievement in Direction,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | David Lean Award for Achievement in Direction in 1993,Unforgiven,Clint Eastwood,False,David Lean Award for Achievement in Direction,unforgiven,33.0,Unforgiven,7.914,3960.0,Released,1992-08-07,159157447.0,130.0,False,14400000.0,tt0105695,en,Unforgiven,31.894,Western,"Warner Bros. Pictures, Malpaso Productions",United States of America,English,1992.0,unforgiven,both
1993,Film | Editing in 1993,JFK,"Joe Hutshing, Pietro Scalia",True,Editing,jfk,820.0,JFK,7.603,1866.0,Released,1991-12-20,205405498.0,189.0,False,40000000.0,tt0102138,en,JFK,22.918,"Drama, Thriller, History","Ixtlan Productions, Warner Bros. Pictures, Canal+, Regency Enterprises, Alcor Films, Camelot Pictures","France, United States of America","English, Spanish",1991.0,jfk,both
1993,Film | Editing in 1993,Cape Fear,Thelma Schoonmaker,False,Editing,capefear,1598.0,Cape Fear,7.255,3087.0,Released,1991-11-13,182300000.0,128.0,False,35000000.0,tt0101540,en,Cape Fear,22.32,Thriller,"Universal Pictures, Amblin Entertainment, Cappa Productions, Tribeca Productions",United States of America,English,1991.0,capefear,both
1993,Film | Editing in 1993,Howards End,Andrew Marcus,False,Editing,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | Editing in 1993,The Player,Geraldine Peroni,False,Editing,theplayer,10403.0,The Player,7.198,706.0,Released,1992-04-03,21706101.0,124.0,False,8000000.0,tt0105151,en,The Player,13.27,"Mystery, Drama, Thriller, Comedy","Fine Line Features, Avenue Pictures, Spelling Entertainment, Addis Wechsler Pictures",United States of America,English,1992.0,theplayer,both
1993,Film | Editing in 1993,Strictly Ballroom,Jill Bilcock,False,Editing,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Fellowship in 1993,Colin Young,,True,Fellowship,colinyoung,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Fellowship in 1993,Sydney Samuelson,,True,Fellowship,sydneysamuelson,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Film in 1993,Howards End,"Ismail Merchant, James Ivory",True,Film,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | Film in 1993,The Crying Game,"Stephen Woolley, Neil Jordan",False,Film,thecryinggame,11386.0,The Crying Game,6.86,666.0,Released,1992-09-02,62548947.0,112.0,False,3705538.0,tt0104036,en,The Crying Game,19.329,"Crime, Drama, Thriller","Palace Pictures, Nippon Film Development and Finance Inc., Eurotrustees, British Screen Productions, Film4 Productions","Ireland, Japan, United Kingdom",English,1992.0,thecryinggame,both
1993,Film | Film in 1993,The Player,"David Brown, Michael Tolkin, Nick Wechsler, Robert Altman",False,Film,theplayer,10403.0,The Player,7.198,706.0,Released,1992-04-03,21706101.0,124.0,False,8000000.0,tt0105151,en,The Player,13.27,"Mystery, Drama, Thriller, Comedy","Fine Line Features, Avenue Pictures, Spelling Entertainment, Addis Wechsler Pictures",United States of America,English,1992.0,theplayer,both
1993,Film | Film in 1993,Strictly Ballroom,"Tristram Miall, Baz Luhrmann",False,Film,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Film in 1993,Unforgiven,Clint Eastwood,False,Film,unforgiven,33.0,Unforgiven,7.914,3960.0,Released,1992-08-07,159157447.0,130.0,False,14400000.0,tt0105695,en,Unforgiven,31.894,Western,"Warner Bros. Pictures, Malpaso Productions",United States of America,English,1992.0,unforgiven,both
1993,Film | Film Not in the English Language in 1993,Raise The Red Lantern (Da Hong Deng Long Gao Gao Gua),"Chiu Fu-Sheng, Zhang Yimou",True,Film Not in the English Language,raisetheredlanterndahongdenglonggaogaogua,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Film Not in the English Language in 1993,The Lovers On The Bridge (Les Amants Du Pont Neuf),"Christian Fechner, Leos Carax",False,Film Not in the English Language,theloversonthebridgelesamantsdupontneuf,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Film Not in the English Language in 1993,Delicatessen,"Claudie Ossard, Jean-Pierre Jeunet, Marc Caro",False,Film Not in the English Language,delicatessen,892.0,Delicatessen,7.323,1283.0,Released,1991-04-17,1794187.0,99.0,False,4000000.0,tt0101700,fr,Delicatessen,14.407,"Comedy, Science Fiction, Fantasy","Victoires Productions, Constellation, Hachette Première, Sofinergie Films, Sofinergie 2, Investimage 2, Fondation GAN pour le Cinéma, Union Générale Cinématographique (UGC)",France,French,1991.0,delicatessen,both
1993,Film | Film Not in the English Language in 1993,"Europa, Europa","Artur Brauner, Margaret Menegoz, Agnieszka Holland",False,Film Not in the English Language,europaeuropa,8996.0,Europa Europa,7.323,218.0,Released,1990-11-14,0.0,112.0,False,0.0,tt0099776,de,Europa Europa,13.509,"History, Drama, War","Telmar Film International, Studio Filmowe Perspektywa, Les Films du Losange, CCC Filmkunst","France, Germany, Poland","Hebrew, German, Polish, Russian",1990.0,europaeuropa,both
1993,Film | Make-Up in 1993,The Last Of The Mohicans,Peter Robb-King,True,Make-Up,thelastofthemohicans,9361.0,The Last of the Mohicans,7.392,2771.0,Released,1992-08-26,75505856.0,112.0,False,40000000.0,tt0104691,en,The Last of the Mohicans,28.684,"Action, Adventure, Drama, History, Romance, War","Morgan Creek, 20th Century Fox, AMLF",United States of America,"English, French",1992.0,thelastofthemohicans,both
1993,Film | Make-Up in 1993,Batman Returns,"Ve Neill, Stan Winston",False,Make-Up,batmanreturns,364.0,Batman Returns,6.913,5985.0,Released,1992-06-19,280000000.0,126.0,False,80000000.0,tt0103776,en,Batman Returns,29.261,"Action, Fantasy","Warner Bros. Pictures, DC Comics",United States of America,English,1992.0,batmanreturns,both
1993,Film | Make-Up in 1993,Chaplin,"Wally Schneiderman, Jill Rockow, John Caglione Jr",False,Make-Up,chaplin,10435.0,Chaplin,7.444,953.0,Released,1992-12-17,9493259.0,143.0,False,31000000.0,tt0103939,en,Chaplin,14.709,Drama,"Japan Satellite Broadcasting (JSB), RCS Video, Le Studio Canal+, Carolco Pictures, TriStar Pictures","France, Italy, Japan, United Kingdom, United States of America",English,1992.0,chaplin,both
1993,Film | Make-Up in 1993,Howards End,Christine Beveridge,False,Make-Up,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | Original Film Music in 1993,Strictly Ballroom,David Hirschfelder,True,Original Film Music,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Original Film Music in 1993,Beauty And The Beast,"Alan Menken, Howard Ashman",False,Original Film Music,beautyandthebeast,321612.0,Beauty and the Beast,6.967,14871.0,Released,2017-03-16,1266115964.0,129.0,False,160000000.0,tt2771200,en,Beauty and the Beast,56.226,"Family, Fantasy, Romance","Walt Disney Pictures, Mandeville Films",United States of America,"English, French",2017.0,beautyandthebeast,both
1993,Film | Original Film Music in 1993,Hear My Song,John Altman,False,Original Film Music,hearmysong,54405.0,Hear My Song,6.021,24.0,Released,1991-12-27,0.0,104.0,False,0.0,tt0102014,en,Hear My Song,3.941,Comedy,"Miramax, Film4 Productions",United Kingdom,English,1991.0,hearmysong,both
1993,Film | Original Film Music in 1993,The Last Of The Mohicans,"Trevor Jones, Randy Edelman",False,Original Film Music,thelastofthemohicans,9361.0,The Last of the Mohicans,7.392,2771.0,Released,1992-08-26,75505856.0,112.0,False,40000000.0,tt0104691,en,The Last of the Mohicans,28.684,"Action, Adventure, Drama, History, Romance, War","Morgan Creek, 20th Century Fox, AMLF",United States of America,"English, French",1992.0,thelastofthemohicans,both
1993,Film | Original Screenplay in 1993,Husbands And Wives,Woody Allen,True,Original Screenplay,husbandsandwives,28384.0,Husbands and Wives,7.0,381.0,Released,1992-09-18,0.0,108.0,False,0.0,tt0104466,en,Husbands and Wives,12.623,"Comedy, Drama, Romance",TriStar Pictures,United States of America,English,1992.0,husbandsandwives,both
1993,Film | Original Screenplay in 1993,The Crying Game,Neil Jordan,False,Original Screenplay,thecryinggame,11386.0,The Crying Game,6.86,666.0,Released,1992-09-02,62548947.0,112.0,False,3705538.0,tt0104036,en,The Crying Game,19.329,"Crime, Drama, Thriller","Palace Pictures, Nippon Film Development and Finance Inc., Eurotrustees, British Screen Productions, Film4 Productions","Ireland, Japan, United Kingdom",English,1992.0,thecryinggame,both
1993,Film | Original Screenplay in 1993,Hear My Song,"Peter Chelsom, Adrian Dunbar",False,Original Screenplay,hearmysong,54405.0,Hear My Song,6.021,24.0,Released,1991-12-27,0.0,104.0,False,0.0,tt0102014,en,Hear My Song,3.941,Comedy,"Miramax, Film4 Productions",United Kingdom,English,1991.0,hearmysong,both
1993,Film | Original Screenplay in 1993,Unforgiven,David Webb Peoples,False,Original Screenplay,unforgiven,33.0,Unforgiven,7.914,3960.0,Released,1992-08-07,159157447.0,130.0,False,14400000.0,tt0105695,en,Unforgiven,31.894,Western,"Warner Bros. Pictures, Malpaso Productions",United States of America,English,1992.0,unforgiven,both
1993,Film | Outstanding British Contribution To Cinema in 1993,Kenneth Branagh,,True,Outstanding British Contribution To Cinema,kennethbranagh,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Production Design in 1993,Strictly Ballroom,Catherine Martin,True,Production Design,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Production Design in 1993,Chaplin,Stuart Craig,False,Production Design,chaplin,10435.0,Chaplin,7.444,953.0,Released,1992-12-17,9493259.0,143.0,False,31000000.0,tt0103939,en,Chaplin,14.709,Drama,"Japan Satellite Broadcasting (JSB), RCS Video, Le Studio Canal+, Carolco Pictures, TriStar Pictures","France, Italy, Japan, United Kingdom, United States of America",English,1992.0,chaplin,both
1993,Film | Production Design in 1993,Howards End,Luciana Arrighi,False,Production Design,howardsend,8293.0,Howards End,7.037,464.0,Released,1992-03-13,26126837.0,142.0,False,8000000.0,tt0104454,en,Howards End,14.88,"Drama, Romance","Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation","Japan, United Kingdom, United States of America","English, German",1992.0,howardsend,both
1993,Film | Production Design in 1993,The Last Of The Mohicans,Wolf Kroeger,False,Production Design,thelastofthemohicans,9361.0,The Last of the Mohicans,7.392,2771.0,Released,1992-08-26,75505856.0,112.0,False,40000000.0,tt0104691,en,The Last of the Mohicans,28.684,"Action, Adventure, Drama, History, Romance, War","Morgan Creek, 20th Century Fox, AMLF",United States of America,"English, French",1992.0,thelastofthemohicans,both
1993,Film | Short Animation in 1993,Daumier's Law,"Ginger Gibbons, Geoff Dunbar",True,Short Animation,daumierslaw,597033.0,Daumier's Law,0.0,0.0,Released,1992-04-03,0.0,15.0,False,0.0,tt0205855,en,Daumier's Law,0.638,Animation,,United Kingdom,,1992.0,daumierslaw,both
1993,Film | Short Animation in 1993,A Is For Autism,"Dick Arnall, Tim Webb",False,Short Animation,aisforautism,205263.0,A Is for Autism,6.8,7.0,Released,1992-10-01,0.0,11.0,False,0.0,tt0205719,en,A Is for Autism,0.6,"Documentary, Animation","BFI, Fine Take Productions, Channel 4 Television","United Kingdom, United States of America",English,1992.0,aisforautism,both
1993,Film | Short Animation in 1993,Blindscape,Stephen Palmer,False,Short Animation,blindscape,244855.0,Blindscape,5.7,3.0,Released,1993-01-01,0.0,8.0,False,0.0,tt0106428,en,Blindscape,1.18,Animation,"Beaconsfield Studios, NFTS",United Kingdom,,1993.0,blindscape,both
1993,Film | Short Animation in 1993,Soho Square,"Pam Dennis, Sue Paxton, Mario Cavalli",False,Short Animation,sohosquare,642509.0,Soho Square,0.0,0.0,Released,1992-10-04,0.0,11.0,False,0.0,tt0206308,en,Soho Square,0.6,Animation,"The Arts Council, Pizazz Pictures, Studio AKA, Channel 4 Television",United Kingdom,No Language,1992.0,sohosquare,both
1993,Film | Short Film in 1993,Omnibus,"Anne Bennet, Sam Karmann",True,Short Film,omnibus,244740.0,Omnibus,6.7,23.0,Released,1992-05-01,0.0,9.0,False,0.0,tt0105051,fr,Omnibus,1.479,Comedy,Lazennec Tout Court,France,French,1992.0,omnibus,both
1993,Film | Short Film in 1993,Two Chimney Sweeps In A Singer's House (Deux Ramoneurs Chez Une Cantatrice),Michel Cauléa,False,Short Film,twochimneysweepsinasingershousedeuxramoneurschezunecantatrice,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Short Film in 1993,Heartsongs,"Caroline Hewitt, Sue Clayton",False,Short Film,heartsongs,443506.0,Heart songs,0.0,0.0,Released,1992-04-02,0.0,13.0,False,0.0,tt0206005,en,Heart songs,0.6,,,,,1992.0,heartsongs,both
1993,Film | Short Film in 1993,A Sense Of History,"Simon Channing Williams, Mike Leigh",False,Short Film,asenseofhistory,61120.0,A Sense of History,7.3,27.0,Released,1992-09-12,0.0,26.0,False,0.0,tt0105355,en,A Sense of History,2.421,"Drama, Comedy","Thin Man Films, Channel 4 Television",United Kingdom,English,1992.0,asenseofhistory,both
1993,Film | Sound in 1993,JFK,"Tod A Maitland, Wylie Statesman, Michael D Wilhoit, Michael Minkler, Gregg Landaker",True,Sound,jfk,820.0,JFK,7.603,1866.0,Released,1991-12-20,205405498.0,189.0,False,40000000.0,tt0102138,en,JFK,22.918,"Drama, Thriller, History","Ixtlan Productions, Warner Bros. Pictures, Canal+, Regency Enterprises, Alcor Films, Camelot Pictures","France, United States of America","English, Spanish",1991.0,jfk,both
1993,Film | Sound in 1993,The Last Of The Mohicans,"Simon Kaye, Lon E Bender, Larry Kemp, Paul Massey, Doug Hemphill, Mark Smith, Chris Jenkins",False,Sound,thelastofthemohicans,9361.0,The Last of the Mohicans,7.392,2771.0,Released,1992-08-26,75505856.0,112.0,False,40000000.0,tt0104691,en,The Last of the Mohicans,28.684,"Action, Adventure, Drama, History, Romance, War","Morgan Creek, 20th Century Fox, AMLF",United States of America,"English, French",1992.0,thelastofthemohicans,both
1993,Film | Sound in 1993,Strictly Ballroom,"Antony Gray, Ben Osmo, Roger Savage, Ian McLoughlin, Phil Judd",False,Sound,strictlyballroom,10409.0,Strictly Ballroom,6.576,310.0,Released,1992-08-20,33946224.0,94.0,False,3000000.0,tt0105488,en,Strictly Ballroom,16.314,"Comedy, Drama, Romance","Beyond Films, M & A, Australian Film Finance Corporation, New South Wales Film & Television Office",Australia,"Spanish, English",1992.0,strictlyballroom,both
1993,Film | Sound in 1993,Unforgiven,"Alan Robert Murray, Walter Newman, Rob Young,  Les Fresholtz, Vern Poore, Dick Alexander",False,Sound,unforgiven,33.0,Unforgiven,7.914,3960.0,Released,1992-08-07,159157447.0,130.0,False,14400000.0,tt0105695,en,Unforgiven,31.894,Western,"Warner Bros. Pictures, Malpaso Productions",United States of America,English,1992.0,unforgiven,both
