year,category,nominee,workers,winner,category clean,nominee_clean,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,popularity,genres,production_companies,production_countries,spoken_languages,release_year,title_clean,_merge
1993,Film | Special Award in 1993,Maggie Smith,,True,Special Award,maggiesmith,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Special Award in 1993,HRH The Princess Royal,,True,Special Award,hrhtheprincessroyal,,,,,,,,,,,,,,,,,,,,,left_only
1993,Film | Special Award for Craft in 1993,Douglas Slocombe,,True,Special Award for Craft,douglasslocombe,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Achievement in Special Visual Effects in 1994,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",Jurassic Park,True,Achievement in Special Visual Effects,dennismurenstanwinstonphiltippettmichaellantieri,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Achievement in Special Visual Effects in 1994,"Don Paul, Steve Goldberg",Aladdin,False,Achievement in Special Visual Effects,donpaulstevegoldberg,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Achievement in Special Visual Effects in 1994,"Roman Coppola, Gary Gutierrez, Michael Lantieri, Gene Warren Jr",Bram Stoker's Dracula,False,Achievement in Special Visual Effects,romancoppolagarygutierrezmichaellantierigenewarrenjr,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Achievement in Special Visual Effects in 1994,"William Mesa, Roy Arbogast",The Fugitive,False,Achievement in Special Visual Effects,williammesaroyarbogast,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Leading Role in 1994,Anthony Hopkins,The Remains Of The Day,True,Actor in a Leading Role,anthonyhopkins,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Leading Role in 1994,Daniel Day-Lewis,In The Name Of The Father,False,Actor in a Leading Role,danieldaylewis,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Leading Role in 1994,Anthony Hopkins,Shadowlands,False,Actor in a Leading Role,anthonyhopkins,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Leading Role in 1994,Liam Neeson,Schindler's List,False,Actor in a Leading Role,liamneeson,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Supporting Role in 1994,Ralph Fiennes,Schindler's List,True,Actor in a Supporting Role,ralphfiennes,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Supporting Role in 1994,Ben Kingsley,Schindler's List,False,Actor in a Supporting Role,benkingsley,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Supporting Role in 1994,Tommy Lee Jones,The Fugitive,False,Actor in a Supporting Role,tommyleejones,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actor in a Supporting Role in 1994,John Malkovich,In The Line Of Fire,False,Actor in a Supporting Role,johnmalkovich,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Leading Role in 1994,Holly Hunter,The Piano,True,Actress in a Leading Role,hollyhunter,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Leading Role in 1994,Miranda Richardson,Tom And Viv,False,Actress in a Leading Role,mirandarichardson,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Leading Role in 1994,Emma Thompson,The Remains Of The Day,False,Actress in a Leading Role,emmathompson,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Leading Role in 1994,Debra Winger,Shadowlands,False,Actress in a Leading Role,debrawinger,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Supporting Role in 1994,Miriam Margolyes,The Age Of Innocence,True,Actress in a Supporting Role,miriammargolyes,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Supporting Role in 1994,Holly Hunter,The Firm,False,Actress in a Supporting Role,hollyhunter,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Supporting Role in 1994,Winona Ryder,The Age Of Innocence,False,Actress in a Supporting Role,winonaryder,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Actress in a Supporting Role in 1994,Maggie Smith,The Secret Garden,False,Actress in a Supporting Role,maggiesmith,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Adapted Screenplay in 1994,Schindler's List,Steven Zaillian,True,Adapted Screenplay,schindlerslist,424.0,Schindler's List,8.573,14594.0,Released,1993-12-15,321365567.0,195.0,False,22000000.0,tt0108052,en,Schindler's List,65.084,"Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English",1993.0,schindlerslist,both
1994,Film | Adapted Screenplay in 1994,In The Name Of The Father,"Terry George, Jim Sheridan",False,Adapted Screenplay,inthenameofthefather,7984.0,In the Name of the Father,7.896,1585.0,Released,1993-12-12,65796862.0,133.0,False,13000000.0,tt0107207,en,In the Name of the Father,15.973,Drama,"Hell's Kitchen Films, Universal Pictures","United Kingdom, Ireland",English,1993.0,inthenameofthefather,both
1994,Film | Adapted Screenplay in 1994,The Remains Of The Day,Ruth Prawer Jhabvala,False,Adapted Screenplay,theremainsoftheday,1245.0,The Remains of the Day,7.36,1171.0,Released,1993-11-05,23237911.0,134.0,False,11500000.0,tt0107943,en,The Remains of the Day,18.126,"Drama, Romance","Columbia Pictures, Merchant Ivory Productions","United Kingdom, United States of America","German, English",1993.0,theremainsoftheday,both
1994,Film | Adapted Screenplay in 1994,Scent Of A Woman,Bo Goldman,False,Adapted Screenplay,scentofawoman,9475.0,Scent of a Woman,7.767,3024.0,Released,1992-12-23,134095253.0,156.0,False,31000000.0,tt0105323,en,Scent of a Woman,23.655,Drama,"Universal Pictures, City Light Films",United States of America,English,1992.0,scentofawoman,both
1994,Film | Adapted Screenplay in 1994,Scent Of A Woman,Bo Goldman,False,Adapted Screenplay,scentofawoman,1031744.0,Scent Of A Woman,0.0,0.0,Released,2011-07-06,0.0,105.0,True,0.0,,en,Scent Of A Woman,0.6,,Filly Films,,,2011.0,scentofawoman,both
1994,Film | Adapted Screenplay in 1994,Shadowlands,William Nicholson,False,Adapted Screenplay,shadowlands,10445.0,Shadowlands,6.907,241.0,Released,1993-12-25,25842000.0,131.0,False,22000000.0,tt0108101,en,Shadowlands,10.292,"Drama, Romance","Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International",United Kingdom,"English, German",1993.0,shadowlands,both
1994,Film | Alexander Korda Award for the outstanding British Film of the Year in 1994,Shadowlands,"Richard Attenborough, Brian Eastman",True,Alexander Korda Award for the outstanding British Film of the Year,shadowlands,10445.0,Shadowlands,6.907,241.0,Released,1993-12-25,25842000.0,131.0,False,22000000.0,tt0108101,en,Shadowlands,10.292,"Drama, Romance","Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International",United Kingdom,"English, German",1993.0,shadowlands,both
1994,Film | Alexander Korda Award for the outstanding British Film of the Year in 1994,Naked,"Simon Channing Williams, Mike Leigh",False,Alexander Korda Award for the outstanding British Film of the Year,naked,433251.0,Naked,5.746,1188.0,Released,2017-08-11,0.0,96.0,False,0.0,tt6048930,en,Naked,14.827,Comedy,Broken Road Productions,United States of America,English,2017.0,naked,both
1994,Film | Alexander Korda Award for the outstanding British Film of the Year in 1994,Naked,"Simon Channing Williams, Mike Leigh",False,Alexander Korda Award for the outstanding British Film of the Year,naked,883231.0,Nak-Ed,0.0,0.0,Released,2020-10-25,0.0,56.0,False,0.0,,no,Nak-Ed,0.6,Documentary,,Norway,Norwegian,2020.0,naked,both
1994,Film | Alexander Korda Award for the outstanding British Film of the Year in 1994,Raining Stones,"Sally Hibbin, Ken Loach",False,Alexander Korda Award for the outstanding British Film of the Year,rainingstones,62463.0,Raining Stones,6.92,113.0,Released,1993-09-09,0.0,90.0,False,0.0,tt0107920,en,Raining Stones,8.768,"Drama, Crime","Parallax Pictures, Film4 Productions",United Kingdom,English,1993.0,rainingstones,both
1994,Film | Alexander Korda Award for the outstanding British Film of the Year in 1994,Tom And Viv,"Marc Samuelson, Harvey Kass, Peter Samuelson, Brian Gilbert",False,Alexander Korda Award for the outstanding British Film of the Year,tomandviv,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Cinematography in 1994,Schindler's List,Janusz Kaminski,True,Cinematography,schindlerslist,424.0,Schindler's List,8.573,14594.0,Released,1993-12-15,321365567.0,195.0,False,22000000.0,tt0108052,en,Schindler's List,65.084,"Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English",1993.0,schindlerslist,both
1994,Film | Cinematography in 1994,The Age Of Innocence,Michael Ballhaus,False,Cinematography,theageofinnocence,10436.0,The Age of Innocence,6.974,950.0,Released,1993-09-10,32255440.0,133.0,False,34000000.0,tt0106226,en,The Age of Innocence,15.455,"Drama, Romance","Columbia Pictures, Cappa Productions",United States of America,"English, Italian",1993.0,theageofinnocence,both
1994,Film | Cinematography in 1994,The Piano,Stuart Dryburgh,False,Cinematography,thepiano,713.0,The Piano,7.367,1350.0,Released,1993-05-19,40185556.0,121.0,False,7000000.0,tt0107822,en,The Piano,13.07,"Drama, Romance","New South Wales Film & Television Office, Jan Chapman Productions, Australian Film Commission, CiBy 2000","New Zealand, Australia, France","English, Maori",1993.0,thepiano,both
1994,Film | Cinematography in 1994,The Remains Of The Day,Tony Pierce-Roberts,False,Cinematography,theremainsoftheday,1245.0,The Remains of the Day,7.36,1171.0,Released,1993-11-05,23237911.0,134.0,False,11500000.0,tt0107943,en,The Remains of the Day,18.126,"Drama, Romance","Columbia Pictures, Merchant Ivory Productions","United Kingdom, United States of America","German, English",1993.0,theremainsoftheday,both
1994,Film | Costume Design in 1994,The Piano,Janet Patterson,True,Costume Design,thepiano,713.0,The Piano,7.367,1350.0,Released,1993-05-19,40185556.0,121.0,False,7000000.0,tt0107822,en,The Piano,13.07,"Drama, Romance","New South Wales Film & Television Office, Jan Chapman Productions, Australian Film Commission, CiBy 2000","New Zealand, Australia, France","English, Maori",1993.0,thepiano,both
1994,Film | Costume Design in 1994,Bram Stoker's Dracula,Eiko Ishioka,False,Costume Design,bramstokersdracula,6114.0,Bram Stoker's Dracula,7.449,4626.0,Released,1992-11-13,215862692.0,128.0,False,40000000.0,tt0103874,en,Bram Stoker's Dracula,35.967,"Romance, Horror","American Zoetrope, Osiris Films, Columbia Pictures",United States of America,"Latin, Romanian, Bulgarian, Greek, English",1992.0,bramstokersdracula,both
1994,Film | Costume Design in 1994,Much Ado About Nothing,Phyllis Dalton,False,Costume Design,muchadoaboutnothing,11971.0,Much Ado About Nothing,6.929,649.0,Released,1993-05-07,22551000.0,111.0,False,11000000.0,tt0107616,en,Much Ado About Nothing,17.27,"Drama, Comedy, Romance","Renaissance Films, BBC Film, American Playhouse","United Kingdom, United States of America",English,1993.0,muchadoaboutnothing,both
1994,Film | Costume Design in 1994,Orlando,Sandy Powell,False,Costume Design,orlando,9300.0,Orlando,6.91,279.0,Released,1992-12-11,5377643.0,90.0,False,4000000.0,tt0107756,en,Orlando,7.567,"Drama, Fantasy","Mikado Film, Adventure Pictures, Rio, Sigma Pictures, Lenfilm","France, Italy, Netherlands, Russia, United Kingdom","English, French, Russian, Turkish",1992.0,orlando,both
1994,Film | Costume Design in 1994,Schindler's List,Anna Biedrzycka-Sheppard,False,Costume Design,schindlerslist,424.0,Schindler's List,8.573,14594.0,Released,1993-12-15,321365567.0,195.0,False,22000000.0,tt0108052,en,Schindler's List,65.084,"Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English",1993.0,schindlerslist,both
1994,Film | David Lean Award for Achievement in Direction in 1994,Schindler's List,Steven Spielberg,True,David Lean Award for Achievement in Direction,schindlerslist,424.0,Schindler's List,8.573,14594.0,Released,1993-12-15,321365567.0,195.0,False,22000000.0,tt0108052,en,Schindler's List,65.084,"Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English",1993.0,schindlerslist,both
1994,Film | David Lean Award for Achievement in Direction in 1994,The Piano,Jane Campion,False,David Lean Award for Achievement in Direction,thepiano,713.0,The Piano,7.367,1350.0,Released,1993-05-19,40185556.0,121.0,False,7000000.0,tt0107822,en,The Piano,13.07,"Drama, Romance","New South Wales Film & Television Office, Jan Chapman Productions, Australian Film Commission, CiBy 2000","New Zealand, Australia, France","English, Maori",1993.0,thepiano,both
1994,Film | David Lean Award for Achievement in Direction in 1994,The Remains Of The Day,James Ivory,False,David Lean Award for Achievement in Direction,theremainsoftheday,1245.0,The Remains of the Day,7.36,1171.0,Released,1993-11-05,23237911.0,134.0,False,11500000.0,tt0107943,en,The Remains of the Day,18.126,"Drama, Romance","Columbia Pictures, Merchant Ivory Productions","United Kingdom, United States of America","German, English",1993.0,theremainsoftheday,both
1994,Film | David Lean Award for Achievement in Direction in 1994,Shadowlands,Richard Attenborough,False,David Lean Award for Achievement in Direction,shadowlands,10445.0,Shadowlands,6.907,241.0,Released,1993-12-25,25842000.0,131.0,False,22000000.0,tt0108101,en,Shadowlands,10.292,"Drama, Romance","Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International",United Kingdom,"English, German",1993.0,shadowlands,both
1994,Film | Editing in 1994,Schindler's List,Michael Kahn,True,Editing,schindlerslist,424.0,Schindler's List,8.573,14594.0,Released,1993-12-15,321365567.0,195.0,False,22000000.0,tt0108052,en,Schindler's List,65.084,"Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English",1993.0,schindlerslist,both
1994,Film | Editing in 1994,The Fugitive,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig",False,Editing,thefugitive,5503.0,The Fugitive,7.461,3817.0,Released,1993-08-06,368875760.0,131.0,False,44000000.0,tt0106977,en,The Fugitive,21.068,"Action, Thriller, Drama",Warner Bros. Pictures,United States of America,English,1993.0,thefugitive,both
1994,Film | Editing in 1994,In The Line Of Fire,Anne V Coates,False,Editing,inthelineoffire,9386.0,In the Line of Fire,6.975,1385.0,Released,1993-07-08,176997168.0,128.0,False,40000000.0,tt0107206,en,In the Line of Fire,16.749,"Action, Drama, Thriller, Crime, Mystery","Castle Rock Entertainment, Apple / Rose, Columbia Pictures",United States of America,English,1993.0,inthelineoffire,both
1994,Film | Editing in 1994,The Piano,Veronika Jenet,False,Editing,thepiano,713.0,The Piano,7.367,1350.0,Released,1993-05-19,40185556.0,121.0,False,7000000.0,tt0107822,en,The Piano,13.07,"Drama, Romance","New South Wales Film & Television Office, Jan Chapman Productions, Australian Film Commission, CiBy 2000","New Zealand, Australia, France","English, Maori",1993.0,thepiano,both
1994,Film | Film in 1994,Schindler's List,"Steven Spielberg, Gerald R Molen, Branko Lustig",True,Film,schindlerslist,424.0,Schindler's List,8.573,14594.0,Released,1993-12-15,321365567.0,195.0,False,22000000.0,tt0108052,en,Schindler's List,65.084,"Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English",1993.0,schindlerslist,both
1994,Film | Film in 1994,The Piano,"Jan Chapman, Jane Campion",False,Film,thepiano,713.0,The Piano,7.367,1350.0,Released,1993-05-19,40185556.0,121.0,False,7000000.0,tt0107822,en,The Piano,13.07,"Drama, Romance","New South Wales Film & Television Office, Jan Chapman Productions, Australian Film Commission, CiBy 2000","New Zealand, Australia, France","English, Maori",1993.0,thepiano,both
1994,Film | Film in 1994,The Remains Of The Day,"Ismail Merchant, Mike Nichols, John Calley, James Ivory",False,Film,theremainsoftheday,1245.0,The Remains of the Day,7.36,1171.0,Released,1993-11-05,23237911.0,134.0,False,11500000.0,tt0107943,en,The Remains of the Day,18.126,"Drama, Romance","Columbia Pictures, Merchant Ivory Productions","United Kingdom, United States of America","German, English",1993.0,theremainsoftheday,both
1994,Film | Film in 1994,Shadowlands,"Richard Attenborough, Brian Eastman",False,Film,shadowlands,10445.0,Shadowlands,6.907,241.0,Released,1993-12-25,25842000.0,131.0,False,22000000.0,tt0108101,en,Shadowlands,10.292,"Drama, Romance","Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International",United Kingdom,"English, German",1993.0,shadowlands,both
1994,Film | Film Not in the English Language in 1994,Farewell My Concubine (Ba Wang Bie Ji),"Hsu Feng, Chen Kaige",True,Film Not in the English Language,farewellmyconcubinebawangbieji,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Film Not in the English Language in 1994,A Heart In Winter (Un Coeur En Hiver),"Jean-Louis Livi, Philippe Carcassonne, Claude Sautet",False,Film Not in the English Language,aheartinwinteruncoeurenhiver,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Film Not in the English Language in 1994,Like Water For Chocolate (Como Agua Para Chocolate),Alfonso Arau,False,Film Not in the English Language,likewaterforchocolatecomoaguaparachocolate,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Film Not in the English Language in 1994,Indochina (Indochine),"Eric Heumann, Regis Wargnier",False,Film Not in the English Language,indochinaindochine,,,,,,,,,,,,,,,,,,,,,left_only
1994,Film | Lloyd's Bank Film Challenge in 1994,"Margaret Graves, Rachel Wilson, Susan Nickson, Ben King, Nathan Bumford, James Erskine, Matthew Cooper",,False,Lloyd's Bank Film Challenge,margaretgravesrachelwilsonsusannicksonbenkingnathanbumfordjameserskinematthewcooper,,,,,,,,,,,,,,,,,,,,,left_only
